trace,len,percentage,Variant_Name,len_trace
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,FIN,RELEASE,BILLED,STORNO,REJECT,FIN,RELEASE,BILLED)",1,0.001,Variant_662,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_663,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_664,20
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_665,13
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,DELETE)",1,0.001,Variant_666,8
"(NEW,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_667,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_668,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_669,11
"(NEW,NEW,NEW,FIN)",1,0.001,Variant_670,4
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_671,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED)",1,0.001,Variant_672,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"",""SET STATUS"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_673,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_674,15
"(NEW,""CHANGE END"",FIN,REOPEN,""CHANGE END"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_675,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED)",1,0.001,Variant_676,14
"(NEW,FIN,RELEASE,MANUAL,FIN,RELEASE,BILLED)",1,0.001,Variant_677,7
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_678,8
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_679,28
"(NEW,NEW,FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_680,6
"(NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_681,7
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED,STORNO,REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",1,0.001,Variant_682,12
"(NEW,FIN,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_683,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_684,11
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_685,13
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_686,13
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_687,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",""CODE OK"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_688,20
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_689,11
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_690,20
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_691,12
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_692,11
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_693,157
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL,MANUAL,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_694,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_695,16
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_696,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",DELETE)",1,0.001,Variant_697,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_698,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_699,19
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_700,11
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_701,8
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_702,217
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_703,11
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_704,41
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_705,23
"(NEW,FIN,RELEASE,MANUAL,""SET STATUS"",DELETE)",1,0.001,Variant_706,6
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",REOPEN,REOPEN,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,BILLED,BILLED,STORNO,STORNO,BILLED,BILLED)",1,0.001,Variant_707,29
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_708,117
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,DELETE)",1,0.001,Variant_709,40
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_710,16
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_711,13
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_761,11
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",1,0.001,Variant_712,26
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_713,12
"(NEW,FIN,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_714,12
"(NEW,FIN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_715,6
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,""CODE NOK"",RELEASE,""CODE NOK"",BILLED)",1,0.001,Variant_716,17
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_717,13
"(NEW,MANUAL,MANUAL,MANUAL,BILLED,STORNO,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_718,10
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_719,12
"(NEW,RELEASE,BILLED,STORNO,BILLED)",1,0.001,Variant_720,5
"(NEW,RELEASE,BILLED,MANUAL,MANUAL,MANUAL,MANUAL,MANUAL,MANUAL,MANUAL)",1,0.001,Variant_721,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,EMPTY)",1,0.001,Variant_722,9
"(NEW,FIN,FIN,RELEASE,REOPEN,FIN,RELEASE,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_723,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_724,11
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,DELETE)",1,0.001,Variant_725,7
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",REOPEN,FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_726,15
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",DELETE)",1,0.001,Variant_727,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_728,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_729,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_730,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_731,14
"(NEW,FIN,FIN,RELEASE,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_732,8
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_733,13
"(NEW,""CHANGE DIAGN"",FIN,MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_734,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,ZDBC_BEHAN,BILLED)",1,0.001,Variant_735,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_736,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_737,21
"(NEW,NEW,NEW,FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_738,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,MANUAL,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_739,15
"(NEW,FIN,RELEASE,""SET STATUS"",""SET STATUS"",FIN,RELEASE,""SET STATUS"",""SET STATUS"",FIN,RELEASE,BILLED)",1,0.001,Variant_740,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_741,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_742,12
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,DELETE)",1,0.001,Variant_743,7
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_744,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_745,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED,STORNO,REJECT,DELETE)",1,0.001,Variant_746,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_747,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_748,27
"(NEW,FIN,RELEASE,RELEASE,REOPEN,DELETE)",1,0.001,Variant_749,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_750,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_751,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,BILLED,STORNO,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_752,16
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",DELETE)",1,0.001,Variant_753,7
"(NEW,NEW,NEW,NEW,FIN)",1,0.001,Variant_754,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_755,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_756,11
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",REOPEN,REOPEN,DELETE,DELETE)",1,0.001,Variant_757,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_758,16
"(NEW,NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",1,0.001,Variant_759,33
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_762,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_763,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,""CODE OK"")",1,0.001,Variant_764,14
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_765,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE)",1,0.001,Variant_766,7
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_767,21
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",1,0.001,Variant_768,14
"(NEW,FIN,""SET STATUS"",""CHANGE END"",DELETE)",1,0.001,Variant_769,5
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_770,10
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,""SET STATUS"",RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_771,10
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,BILLED,BILLED)",1,0.001,Variant_772,18
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_773,14
"(NEW,""CHANGE DIAGN"",""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_774,12
"(NEW,NEW,NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"")",1,0.001,Variant_775,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_776,14
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_777,16
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,""SET STATUS"")",1,0.001,Variant_778,7
"(NEW,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED)",1,0.001,Variant_779,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_780,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_781,15
"(NEW,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_782,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_783,25
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_784,8
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_785,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_786,15
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_787,15
